Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,raw_string
1711562758.1454117,4010,1711562758,141974925,imu1_frame,0,0,0,,-0.005142563239315138,-0.04093692755952196,0.24885038760019565,0.9676627545775173,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00031522391620269585,-0.00023535764963143535,-0.004668668482622231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.025,-0.243,-9.396,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.444e-05,2.969e-05,-2.586e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.1701586,4011,1711562758,168084144,imu1_frame,0,0,0,,-0.005225099000295844,-0.040987116441945144,0.24563966487507788,0.9684802061303427,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001458222590041262,0.00022959806309985403,-0.004624965438152293,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.827,-0.171,-9.557,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.421e-05,2.958e-05,-2.6939999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.1949968,4012,1711562758,192200899,imu1_frame,0,0,0,,-0.005294511327259031,-0.04112397648351606,0.24244072004048628,0.9692797759028293,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000394880743263717,0.0001354550032472799,-0.004579482157845321,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.999,0.042,-9.803,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.398e-05,2.899e-05,-2.561e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.2192159,4013,1711562758,216475486,imu1_frame,0,0,0,,-0.00531221859004522,-0.04121258737284309,0.23928485650424786,0.9700598231157854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00035688492544780055,-5.838126347921032e-05,-0.004544593026097955,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.916,-0.213,-9.921,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.457e-05,3.0869999999999994e-05,-2.52e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.243114,4014,1711562758,241300821,imu1_frame,0,0,0,,-0.005330390175540304,-0.04133750290224833,0.23613378224144047,0.970826263900362,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00028153906163920527,-1.0716321607245183e-05,-0.004504118840744206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.257,-0.466,-9.858,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.4e-05,2.9820000000000002e-05,-2.655e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.2693815,4015,1711562758,264980316,imu1_frame,0,0,0,,-0.005365774829368576,-0.04139492214976452,0.23298191879273591,0.9715848364380489,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00010341075818066403,-2.0821777976292352e-05,-0.0045026353108800115,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.91,-0.326,-9.744,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.422e-05,2.993e-05,-2.734e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.2924597,4016,1711562758,290639400,imu1_frame,0,0,0,,-0.00543992338173376,-0.04144355548303496,0.22981810699032434,0.9723355782043097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00020587903856525108,-6.089453760208216e-05,-0.004522793863740546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.08,-0.032,-9.676,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.41e-05,2.9459999999999996e-05,-2.534e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.3172846,4017,1711562758,315192461,imu1_frame,0,0,0,,-0.0054898741264839505,-0.04152209762123127,0.22664329998415672,0.973076868116543,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000517402856753719,-9.47364717982522e-05,-0.004566112935775045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.976,-0.104,-9.494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.466e-05,2.9449999999999998e-05,-2.625e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.3436375,4018,1711562758,340371608,imu1_frame,0,0,0,,-0.005546639500465238,-0.04157521792961346,0.22345822030910303,0.9738106385846509,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0003740764185799447,6.323327879975456e-05,-0.00456777099856444,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.93,-0.256,-9.928,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.434e-05,3.04e-05,-2.507e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.3684652,4019,1711562758,365766763,imu1_frame,0,0,0,,-0.005635946719514813,-0.041680630685265,0.22028495957180144,0.9745283462869118,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0004104141736064666,-4.787438138220446e-05,-0.004564769032251009,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.963,-0.496,-9.599,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.389e-05,2.9820000000000002e-05,-2.576e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.3936524,4020,1711562758,390314340,imu1_frame,0,0,0,,-0.005768307990228856,-0.041715059831678336,0.21711861537540297,0.9752364263416523,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.178539213452679e-05,8.342673824532894e-06,-0.0044925124012184445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.907,-0.17,-9.784,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.443e-05,2.9459999999999996e-05,-2.666e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.421144,4021,1711562758,417353630,imu1_frame,0,0,0,,-0.00592014185967117,-0.041780316000701534,0.21396533465519593,0.9759293994347814,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000420153110832595,-3.3178709080412205e-05,-0.004506928820839917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.829,0.031,-9.564,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.395e-05,2.734e-05,-2.666e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.4461825,4022,1711562758,443252325,imu1_frame,0,0,0,,-0.00602911392909663,-0.04183593214228798,0.2108287063192126,0.9766087554178402,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0007280291908843947,2.5534166956677046e-05,-0.004459647851403391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.814,0.161,-9.635,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.398e-05,2.9110000000000004e-05,-2.4679999999999997e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.4699895,4023,1711562758,467777013,imu1_frame,0,0,0,,-0.006064663529246258,-0.041858019561671754,0.20771066209336597,0.9772755020501576,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005423610650572378,0.00013281955607676846,-0.004431966929466761,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.883,-0.404,-9.448,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.398e-05,2.8749999999999997e-05,-2.601e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.4939578,4024,1711562758,492138147,imu1_frame,0,0,0,,-0.006152242517287878,-0.04192703894155257,0.2046042421664059,0.9779270818446091,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00018114772306449144,-5.499532473034133e-05,-0.004403168996808854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.238,-0.372,-9.708,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.397e-05,2.852e-05,-2.52e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.5182686,4025,1711562758,516198635,imu1_frame,0,0,0,,-0.006345600915903797,-0.04200005910937114,0.201508853949809,0.9785652304081011,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0004106236131167059,0.00014662511046004365,-0.004375418261702144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.931,0.139,-9.528,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.3769999999999996e-05,2.959e-05,-2.629e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.5422294,4026,1711562758,540714979,imu1_frame,0,0,0,,-0.006518744834553268,-0.04213034393440507,0.1984104575097437,0.9791914166476976,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0008387179720458751,-0.00011643091440054172,-0.004400917522073782,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.053,0.136,-9.51,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.374e-05,2.8050000000000004e-05,-2.734e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.5689888,4027,1711562758,565541982,imu1_frame,0,0,0,,-0.006652345264870511,-0.04223450630896181,0.1953379776433764,0.9798035860668766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0007698472797621789,0.00016154767556459515,-0.004386867621595227,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.853,-0.292,-9.579,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.376e-05,2.8999999999999997e-05,-2.7760000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.593336,4028,1711562758,591227293,imu1_frame,0,0,0,,-0.006770869328374014,-0.04232639285590609,0.1922730894011298,0.9804048607021952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00047361254582118127,-2.9688050576423547e-05,-0.00436133345463855,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.262,-0.69,-9.507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.319e-05,2.8060000000000002e-05,-2.577e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.6183507,4029,1711562758,616163730,imu1_frame,0,0,0,,-0.006953280897542006,-0.04241238960324921,0.1892041436476464,0.9809967548975189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001645670951705453,0.00025378832653249545,-0.004326967921666782,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.005,-0.473,-9.702,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.319e-05,2.8060000000000002e-05,-2.671e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.6421487,4030,1711562758,640721559,imu1_frame,0,0,0,,-0.007182764450607947,-0.042488588818454465,0.1861233290370066,0.9815809870322701,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00034615115054803536,-2.1991148575128552e-05,-0.004402645398033256,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.128,-0.243,-9.649,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.26e-05,2.665e-05,-2.6989999999999997e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.6684003,4031,1711562758,665514945,imu1_frame,0,0,0,,-0.0073902948211360345,-0.042541834312076546,0.18304219274204503,0.9821563681776974,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005720491156336614,0.00011941542742145203,-0.004368733650667006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.132,-0.088,-9.674,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.2630000000000004e-05,2.7950000000000002e-05,-2.673e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.6919925,4032,1711562758,690239667,imu1_frame,0,0,0,,-0.007589186524855063,-0.04260099984749736,0.1799337155578335,0.9827265220118143,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005974611095426989,0.00011629128806038216,-0.004436731678324705,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.205,-0.191,-9.752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.275e-05,2.8660000000000003e-05,-2.78e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.7178404,4033,1711562758,716169357,imu1_frame,0,0,0,,-0.007763531581542702,-0.04270744787054743,0.1767887091814059,0.9832911846344089,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00046455428700333066,-0.00012756611502826555,-0.0044873113200475006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.091,-0.35,-9.751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.252e-05,2.819e-05,-2.6479999999999997e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.7425668,4034,1711562758,740912199,imu1_frame,0,0,0,,-0.007899876793400384,-0.042788263345420824,0.17361841032048259,0.9838513119696088,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00018395770316020235,6.887069228369624e-05,-0.004491220857571968,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.908,-0.261,-9.648,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.172e-05,2.6900000000000003e-05,-2.57e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.7688658,4035,1711562758,765589952,imu1_frame,0,0,0,,-0.008003934848215648,-0.04291536232740303,0.1704033490005341,0.9844068809961942,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0003839375288537126,-0.0001579872038905267,-0.004541137274179006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.066,0.058,-9.443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.205e-05,2.6779999999999998e-05,-2.7550000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.7917206,4036,1711562758,790285825,imu1_frame,0,0,0,,-0.008030302246130432,-0.04298467769779244,0.1671912165862248,0.9849542775304196,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00039988983821694074,4.696681017116741e-05,-0.004552708807119729,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.001,-0.189,-9.612,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.174e-05,2.8089999999999997e-05,-2.5580000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.8198195,4037,1711562758,816236257,imu1_frame,0,0,0,,-0.008100960936813468,-0.04306129003874892,0.16395826517658094,0.985493676799798,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0003744778443079034,-2.1642082724729687e-06,-0.004581332206852435,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.992,-0.235,-9.693,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.168e-05,3.034e-05,-2.735e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.845114,4038,1711562758,841489076,imu1_frame,0,0,0,,-0.008284482888121062,-0.043041634706691215,0.16073909927857918,0.9860231878552161,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00034592425774527613,0.00019072958065794035,-0.0045153064012494895,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.88,-0.262,-9.749,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.154e-05,2.88e-05,-2.7329999999999998e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.8689644,4039,1711562758,866767406,imu1_frame,0,0,0,,-0.008543228316761981,-0.0430954616971727,0.15753897739917216,0.9865349791219054,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0007075390254659813,5.340707511102648e-06,-0.0044732614195689465,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.008,-0.181,-9.263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.1410000000000005e-05,2.8089999999999997e-05,-2.747e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.893038,4040,1711562758,890409708,imu1_frame,0,0,0,,-0.008745433326249847,-0.043112951540469936,0.1543576339597809,0.9870352129705118,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0008068831664894985,0.00023448498500543816,-0.00449033073965345,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.915,-0.256,-9.396,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.1e-05,2.9870000000000004e-05,-2.631e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.9184823,4041,1711562758,916301488,imu1_frame,0,0,0,,-0.008924152264446797,-0.04316164468066936,0.15120055313035408,0.9875200376032355,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005345419900083033,0.00017720327895498427,-0.004432001836051801,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.053,-0.373,-9.585,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.074e-05,2.787e-05,-2.6029999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.9441462,4042,1711562758,940898418,imu1_frame,0,0,0,,-0.009089608126803575,-0.043234441445026736,0.14806762373209592,0.9879899497967416,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005464974953844644,-7.435102613495843e-06,-0.004413012653790103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.937,-0.404,-9.759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.0860000000000005e-05,2.834e-05,-2.6029999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.9680037,4043,1711562758,965748071,imu1_frame,0,0,0,,-0.00930226556224693,-0.04334870683696184,0.14493020977732787,0.9884480723664103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000552798133984164,-0.00015271630954950385,-0.0044476399861496695,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.082,-0.418,-9.555,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.0289999999999995e-05,2.752e-05,-2.632e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562758.9909456,4044,1711562758,990579605,imu1_frame,0,0,0,,-0.009535492884441044,-0.043447274129532545,0.14179096580871794,0.9888967240117621,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0006945537758311434,0.00018142697574481052,-0.004414077304633819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.161,-0.385,-9.763,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.054e-05,2.8699999999999996e-05,-2.6179999999999997e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562759.0192358,4045,1711562759,16391754,imu1_frame,0,0,0,,-0.009796181872651206,-0.043609888377653686,0.13863020703961895,0.9893350686964245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0006849893715302145,-3.050835532486088e-05,-0.0044580072419065165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.151,-0.439,-9.945,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.0289999999999995e-05,2.7639999999999996e-05,-2.792e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562759.0467377,4046,1711562759,42309999,imu1_frame,0,0,0,,-0.010070981847737564,-0.043746376611956496,0.13545094260015084,0.9897665745046546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005087460236638271,-7.421139979479888e-05,-0.004453033053538332,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.435,-0.222,-9.748,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.998e-05,2.859e-05,-2.541e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562759.0704389,4047,1711562759,68050384,imu1_frame,0,0,0,,-0.010362754223176758,-0.04383914253295938,0.13223627759344384,0.9901940768329786,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00048261844476147193,9.90474350506782e-05,-0.004515638013807368,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.982,0.106,-9.634,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.952e-05,2.777e-05,-2.556e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562759.0943527,4048,1711562759,91701507,imu1_frame,0,0,0,,-0.010555229519509077,-0.04396948719727289,0.1289800912350092,0.9906156708786754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0005220977924415837,4.497713482389387e-05,-0.004628351376901163,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.079,0.266,-9.925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.94e-05,2.7179999999999997e-05,-2.5019999999999998e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
