Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,raw_string
1711562708.6724298,2033,1711562708,669486999,imu1_frame,0,0,0,,-0.04035544782573206,-0.008765573103530617,-0.7679254860581284,0.6392065788313968,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001029569725751455,0.00011122983322959863,-9.16297857297023e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.787,0.307,-9.645,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.675e-05,-6.2300000000000005e-06,-3.103e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.696534,2034,1711562708,694356203,imu1_frame,0,0,0,,-0.04034644707883751,-0.00873575980713681,-0.7679204761729973,0.6392135738412815,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00013798573066267167,7.10698071412091e-05,2.2794000031045942e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.708,0.262,-9.525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.663e-05,-6.82e-06,-3.1169999999999995e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.722081,2035,1711562708,719207286,imu1_frame,0,0,0,,-0.0403296381006248,-0.008688069718424854,-0.7679158168127113,0.6392208820307006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.18879020478639e-05,3.899065548955332e-05,1.647590813882647e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.703,0.599,-9.563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.706e-05,-7.530000000000001e-06,-3.167e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.746189,2036,1711562708,744163990,imu1_frame,0,0,0,,-0.04031521002462692,-0.00873239981610535,-0.7679207387510183,0.6392152751852949,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.853613327010729e-05,2.3771384412162766e-05,1.1414453308042915e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.785,0.229,-9.678,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.671e-05,-8.35e-06,-3.0480000000000003e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.7731643,2037,1711562708,770402669,imu1_frame,0,0,0,,-0.0403507577708595,-0.008717473739046206,-0.767909610282867,0.6392266049173343,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",9.168214560726212e-05,-4.22893277758226e-05,4.8991392103480834e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.727,0.421,-9.553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.695e-05,-7.18e-06,-3.035e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.7969015,2038,1711562708,794892072,imu1_frame,0,0,0,,-0.04036310557725848,-0.008716007927967565,-0.7679151264007279,0.6392192187027176,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.890780871051866e-05,-8.136724972797565e-05,-2.3212879051524585e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.676,0.54,-9.529,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.663e-05,-6.7e-06,-3.05e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.821896,2039,1711562708,819759845,imu1_frame,0,0,0,,-0.0403552948314741,-0.008766277437631186,-0.7679143296817662,0.6392199815621811,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.6162485487394997e-05,-5.092870757319454e-05,-2.4329889772800957e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.764,0.194,-9.739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.676e-05,-5.64e-06,-3.131e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.8475351,2040,1711562708,844598054,imu1_frame,0,0,0,,-0.04038430127331742,-0.008745059802160369,-0.7679144967326964,0.6392182396079545,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00012894492513734106,-0.00012079423753052755,1.8029251173101425e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.693,0.405,-9.551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.7080000000000004e-05,-6.2300000000000005e-06,-3.062e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.8719795,2041,1711562708,870169639,imu1_frame,0,0,0,,-0.04038980324513831,-0.008738710951514739,-0.7679089947608756,0.6392245884586001,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.365436766201572e-05,-3.303908274025266e-05,1.9600047499896322e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.672,0.635,-9.605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.698e-05,-5.99e-06,-3.129e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.8982956,2042,1711562708,894965648,imu1_frame,0,0,0,,-0.04036964364089657,-0.008790446228549947,-0.7679026802003385,0.639232738264043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.192428186075881e-05,-0.00011201523139299608,7.504915783575618e-07,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.759,0.154,-9.711,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.6830000000000005e-05,-7.77e-06,-2.994e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.9239686,2043,1711562708,921900987,imu1_frame,0,0,0,,-0.04037083809160831,-0.008734236830416933,-0.7679091953717836,0.6392256066540445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.468263869283736e-05,2.4207716725161348e-05,1.7819811662862104e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.686,0.513,-9.642,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.704e-05,-8.599999999999999e-06,-3.086e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.9483118,2044,1711562708,946501016,imu1_frame,0,0,0,,-0.04035514502292126,-0.008698835651205754,-0.7679043220732801,0.639232934594009,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00017823302321366095,0.00017537068324039023,1.7191493132144147e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.666,0.545,-9.7,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.671e-05,-8.47e-06,-3.1009999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.9757738,2045,1711562708,970526218,imu1_frame,0,0,0,,-0.04034063999563485,-0.00874351729563711,-0.7679036650652636,0.6392340297961138,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.824384698083329e-05,-0.0001088038255693265,-1.3229595730117018e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.69,0.137,-9.664,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.663e-05,-6.7e-06,-3.05e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562708.999476,2046,1711562708,997268915,imu1_frame,0,0,0,,-0.04038749691832619,-0.00871448545943344,-0.7679038454546465,0.6392312507784768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00012381365713647774,-0.00013025392207633682,-5.218534463463045e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.665,0.549,-9.598,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.721e-05,-5.41e-06,-3.155e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.0254924,2047,1711562709,21352767,imu1_frame,0,0,0,,-0.04040199870114359,-0.008737949952187884,-0.7679033542410643,0.6392306041460375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001924050967398549,2.769837522915001e-05,-1.8675022996339327e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.672,0.518,-9.687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.695e-05,-7.41e-06,-3.141e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.0487773,2048,1711562709,46814680,imu1_frame,0,0,0,,-0.040390765644774125,-0.00875170486898214,-0.7678976232433562,0.639238010391841,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.904596182282318e-05,-0.0001352106571520007,-1.6336281798666925e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.687,0.144,-9.62,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.651e-05,-6.93e-06,-3.01e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.0729172,2049,1711562709,70631504,imu1_frame,0,0,0,,-0.040399768635508655,-0.008713371992913896,-0.7679037832509393,0.6392305652200972,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.658357434965616e-05,-1.408480706359424e-05,-2.2619467105846513e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.641,0.582,-9.563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.704e-05,-8.24e-06,-3.1929999999999994e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.097616,2050,1711562709,95313549,imu1_frame,0,0,0,,-0.04036287737887233,-0.008717064628613493,-0.7678983914175569,0.6392393224546558,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001082802267937282,8.511970761976345e-05,1.6563174601426186e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.758,0.34,-9.713,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.705e-05,-7.77e-06,-3.02e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.1220684,2051,1711562709,120066642,imu1_frame,0,0,0,,-0.040355069109723044,-0.008699187815949905,-0.7678987436843425,0.639239635799049,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00011623892818282236,6.967354373961363e-05,2.6040312439755398e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.697,0.177,-9.53,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.6859999999999996e-05,-6.35e-06,-3.063e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.1477525,2052,1711562709,144854784,imu1_frame,0,0,0,,-0.0403561878172844,-0.008643330602769304,-0.7678996733005973,0.639239206155085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.0035643198967394e-05,0.00011952014717657169,-1.541125729510993e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.69,0.676,-9.536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.7080000000000004e-05,-6.469999999999999e-06,-3.222e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.1747744,2053,1711562709,171080589,imu1_frame,0,0,0,,-0.04034279734096871,-0.008700301179175838,-0.7678988058140558,0.6392403206083328,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00011215485773315562,4.5553093477052e-06,-1.0297442586766545e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.768,0.295,-9.712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.682e-05,-8.47e-06,-3.154e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.2015798,2054,1711562709,197661638,imu1_frame,0,0,0,,-0.04034607025669744,-0.008669374075191348,-0.7678937305536325,0.6392466309214396,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.68802803224952e-05,0.00011313224211427242,1.6947147036864938e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.71,0.273,-9.508,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.685e-05,-6.82e-06,-3.209e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.226424,2055,1711562709,223158121,imu1_frame,0,0,0,,-0.040344955436500435,-0.008657085055560346,-0.7678939438792494,0.6392466115692282,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.10835773640915e-05,4.946263100151931e-05,2.0594885173533086e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.683,0.595,-9.58,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.75e-05,-7.42e-06,-3.111e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.2495246,2056,1711562709,247634649,imu1_frame,0,0,0,,-0.040363839942507994,-0.008730058103087808,-0.7678870200715097,0.6392527441601711,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.883652231258387e-05,-9.944886077863689e-05,-5.829399701661061e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.739,0.234,-9.763,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.695e-05,-7.18e-06,-3.181e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.2750587,2057,1711562709,271658658,imu1_frame,0,0,0,,-0.04035826638280808,-0.00866861301224348,-0.7678880899176972,0.6392526471165909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",9.065240134858548e-05,5.431464632206354e-05,2.2689280275926283e-07,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.694,0.392,-9.558,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.666e-05,-5.16e-06,-3.118e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.300312,2058,1711562709,296756982,imu1_frame,0,0,0,,-0.04036942344010488,-0.008655210835467945,-0.7678882410965798,0.6392519426345985,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00015632914110113208,7.57472895365539e-06,2.2689280275926284e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.702,0.63,-9.556,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.7069999999999996e-05,-6.5900000000000004e-06,-3.155e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.3261437,2059,1711562709,321913003,imu1_frame,0,0,0,,-0.04038280494890484,-0.008734532886314426,-0.7678868195643356,0.6392517261134978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.103121748653167e-05,-8.94481241647094e-05,-2.2532200643246796e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.714,0.196,-9.717,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.697e-05,-6.35e-06,-3.302e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.3503544,2060,1711562709,348375558,imu1_frame,0,0,0,,-0.040405043028231655,-0.008708081175279554,-0.767881545448608,0.6392570171531862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00010524335389525806,-2.4085543677521744e-06,2.0577431881013143e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.682,0.399,-9.61,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.675e-05,-6.2300000000000005e-06,-3.21e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.3760808,2061,1711562709,372158527,imu1_frame,0,0,0,,-0.04040496703434913,-0.008708433775465598,-0.7678759668495114,0.6392637181594616,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00012576842589871138,1.1972958668681101e-05,1.2618730491919003e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.696,0.555,-9.573,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.681e-05,-8.83e-06,-3.113e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.3996656,2062,1711562709,397475242,imu1_frame,0,0,0,,-0.04037588317567861,-0.008730001996812753,-0.7678702220816874,0.6392721620430062,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.241444727917224e-05,-0.0001319468914507713,2.6354471705114377e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.741,0.213,-9.687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.672e-05,-7.530000000000001e-06,-2.995e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.427269,2063,1711562709,422577857,imu1_frame,0,0,0,,-0.0404104697226631,-0.008702085441405683,-0.7678704641611972,0.6392700664935216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00010079276430267254,-2.590068609959585e-05,-1.2915436464758038e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.707,0.51,-9.62,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.719e-05,-6.35e-06,-3.088e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.4518833,2064,1711562709,449843406,imu1_frame,0,0,0,,-0.04041166015826323,-0.008714021827089644,-0.7678758286316334,0.6392633849596991,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00016582373223198124,7.922049474802261e-05,-1.0716321607245183e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.695,0.59,-9.651,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.712e-05,-4.4600000000000005e-06,-3.104e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.475636,2065,1711562709,473652124,imu1_frame,0,0,0,,-0.040377073854219236,-0.008741938676836302,-0.7678755861414426,0.6392654805501994,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.396705369951968e-05,-0.0001438849435344125,-1.6249015336067207e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.733,0.147,-9.706,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.705e-05,-7.77e-06,-3.14e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.5004594,2066,1711562709,496909618,imu1_frame,0,0,0,,-0.040411584112538486,-0.008714374485020819,-0.7678702499769674,0.6392700859160858,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00012655382406210884,-9.922196797587763e-05,1.43116998663535e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.652,0.502,-9.62,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.684e-05,-7.059999999999999e-06,-3.035e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.5259404,2067,1711562709,522326946,imu1_frame,0,0,0,,-0.04039931234903905,-0.008715487307908032,-0.7678703121642012,0.6392707716919042,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00013824753005047083,5.74038790980935e-05,1.5620696805349246e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.672,0.508,-9.638,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.696e-05,-6.7e-06,-3.1280000000000005e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.551113,2068,1711562709,547580718,imu1_frame,0,0,0,,-0.040366961303002095,-0.008699835803048991,-0.7678707887432259,0.6392724560678474,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.998843961890013e-05,1.2269664641520135e-05,-1.7697638615222502e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.704,0.209,-9.614,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.695e-05,-7.41e-06,-3.0209999999999997e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.5777524,2069,1711562709,573135137,imu1_frame,0,0,0,,-0.04037596551166173,-0.008661503472167568,-0.7678769462174676,0.6392650117395282,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.30078592248503e-05,4.6809730538487924e-05,1.9268434942017395e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.676,0.543,-9.587,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.677e-05,-5.4e-06,-3.104e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.6024342,2070,1711562709,600426912,imu1_frame,0,0,0,,-0.040391504877861265,-0.008697610152934531,-0.7678706644464479,0.6392710853729422,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00019256217637253438,-3.7402405870238485e-05,1.2304571226560022e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.635,0.492,-9.711,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.75e-05,-7.42e-06,-3.0709999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
1711562709.6263418,2071,1711562709,623841524,imu1_frame,0,0,0,,-0.040359078050191725,-0.008682310840756907,-0.7678655617820432,0.6392794704403937,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.181956210563915e-05,4.6914450293607575e-05,1.663298777150596e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.676,0.171,-9.575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,3.6830000000000005e-05,-7.530000000000001e-06,-3.0480000000000003e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
