Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gpgga_read
1711574233.249314,994,1711574233,0,GPS1_Frame,42.32842000000001,-71.10082000000001,50.2,326908.89920495753,4688378.706804033,19,T,0.8,"b'$GPGGA,211713.000,4219.7052,N,07106.0492,W,1,11,0.8,50.2,M,-33.8,M,,0000*52\r\n'"
1711574234.2480671,995,1711574234,0,GPS1_Frame,42.32845166666666,-71.10092833333333,50.9,326900.0598714891,4688382.443639268,19,T,0.8,"b'$GPGGA,211714.000,4219.7071,N,07106.0557,W,1,11,0.8,50.9,M,-33.8,M,,0000*57\r\n'"
1711574235.2466927,996,1711574235,0,GPS1_Frame,42.32848666666667,-71.10104,51.6,326890.9550390293,4688386.557411998,19,T,0.8,"b'$GPGGA,211715.000,4219.7092,N,07106.0624,W,1,11,0.8,51.6,M,-33.8,M,,0000*52\r\n'"
1711574236.2455099,997,1711574236,0,GPS1_Frame,42.32852166666667,-71.10115333333333,52.1,326881.71289090766,4688390.674589581,19,T,0.8,"b'$GPGGA,211716.000,4219.7113,N,07106.0692,W,1,11,0.8,52.1,M,-33.8,M,,0000*50\r\n'"
1711574237.265282,998,1711574237,0,GPS1_Frame,42.32855500000001,-71.10127000000001,53.2,326872.1915290487,4688394.613494919,19,T,0.8,"b'$GPGGA,211717.000,4219.7133,N,07106.0762,W,1,11,0.8,53.2,M,-33.8,M,,0000*5F\r\n'"
1711574238.2445242,999,1711574238,0,GPS1_Frame,42.32859,-71.101385,53.7,326862.812075833,4688398.7340909885,19,T,0.8,"b'$GPGGA,211718.000,4219.7154,N,07106.0831,W,1,10,0.8,53.7,M,-33.8,M,,0000*5C\r\n'"
1711574239.2475736,1000,1711574239,0,GPS1_Frame,42.328626666666665,-71.10149833333334,54.2,326853.57453179563,4688403.036377241,19,T,0.8,"b'$GPGGA,211719.000,4219.7176,N,07106.0899,W,1,11,0.8,54.2,M,-33.8,M,,0000*5C\r\n'"
1711574240.243296,1001,1711574240,0,GPS1_Frame,42.32866166666666,-71.10161,54.7,326844.4697509601,4688407.150212067,19,T,0.8,"b'$GPGGA,211720.000,4219.7197,N,07106.0966,W,1,10,0.8,54.7,M,-33.8,M,,0000*5C\r\n'"
1711574241.243715,1002,1711574241,0,GPS1_Frame,42.32869833333333,-71.10172333333334,55.0,326835.23222833313,4688411.4525232045,19,T,0.8,"b'$GPGGA,211721.000,4219.7219,N,07106.1034,W,1,10,0.8,55.0,M,-33.8,M,,0000*51\r\n'"
1711574242.2435458,1003,1711574242,0,GPS1_Frame,42.32873333333334,-71.101835,55.3,326826.1274682574,4688415.566382546,19,T,0.8,"b'$GPGGA,211722.000,4219.7240,N,07106.1101,W,1,10,0.8,55.3,M,-33.8,M,,0000*5A\r\n'"
1711574243.2465382,1004,1711574243,0,GPS1_Frame,42.32876833333333,-71.10194166666666,55.5,326817.4346944528,4688419.67007214,19,T,0.8,"b'$GPGGA,211723.000,4219.7261,N,07106.1165,W,1,11,0.8,55.5,M,-33.8,M,,0000*5D\r\n'"
1711574244.2620273,1005,1711574244,0,GPS1_Frame,42.32880166666667,-71.10204833333334,55.9,326808.7373562,4688423.5887023015,19,T,0.8,"b'$GPGGA,211724.000,4219.7281,N,07106.1229,W,1,10,0.8,55.9,M,-33.8,M,,0000*52\r\n'"
1711574245.2445838,1006,1711574245,0,GPS1_Frame,42.32883666666667,-71.102155,56.2,326800.04460169416,4688427.692414106,19,T,0.8,"b'$GPGGA,211725.000,4219.7302,N,07106.1293,W,1,10,0.8,56.2,M,-33.8,M,,0000*50\r\n'"
1711574246.2433665,1007,1711574246,0,GPS1_Frame,42.32887000000001,-71.10226166666666,56.4,326791.3472822714,4688431.61106647,19,T,0.8,"b'$GPGGA,211726.000,4219.7322,N,07106.1357,W,1,10,0.8,56.4,M,-33.8,M,,0000*5E\r\n'"
1711574247.2430708,1008,1711574247,0,GPS1_Frame,42.32890166666666,-71.10236333333334,56.7,326783.0573724173,4688435.334475427,19,T,0.8,"b'$GPGGA,211727.000,4219.7341,N,07106.1418,W,1,10,0.8,56.7,M,-33.8,M,,0000*55\r\n'"
1711574248.243371,1009,1711574248,0,GPS1_Frame,42.32893333333333,-71.10246333333333,57.1,326774.9047959774,4688439.054499655,19,T,0.8,"b'$GPGGA,211728.000,4219.7360,N,07106.1478,W,1,10,0.8,57.1,M,-33.8,M,,0000*58\r\n'"
1711574249.2445233,1010,1711574249,0,GPS1_Frame,42.328961666666665,-71.10255833333333,57.4,326767.1550519242,4688442.394207631,19,T,0.8,"b'$GPGGA,211729.000,4219.7377,N,07106.1535,W,1,10,0.8,57.4,M,-33.8,M,,0000*52\r\n'"
1711574250.254779,1011,1711574250,0,GPS1_Frame,42.328988333333335,-71.10265333333334,57.7,326759.4007393569,4688445.548853855,19,T,0.8,"b'$GPGGA,211730.000,4219.7393,N,07106.1592,W,1,10,0.8,57.7,M,-33.8,M,,0000*5E\r\n'"
1711574251.2471442,1012,1711574251,0,GPS1_Frame,42.32901166666667,-71.10274833333332,57.9,326751.6372818912,4688448.33336777,19,T,0.8,"b'$GPGGA,211731.000,4219.7407,N,07106.1649,W,1,11,0.8,57.9,M,-33.8,M,,0000*5F\r\n'"
1711574252.243198,1013,1711574252,0,GPS1_Frame,42.329033333333335,-71.10283,58.1,326744.96785248397,4688450.905656592,19,T,0.8,"b'$GPGGA,211732.000,4219.7420,N,07106.1698,W,1,10,0.8,58.1,M,-33.8,M,,0000*53\r\n'"
1711574253.2613373,1014,1711574253,0,GPS1_Frame,42.329051666666665,-71.10289166666666,58.4,326739.9371723639,4688453.067064546,19,T,0.8,"b'$GPGGA,211733.000,4219.7431,N,07106.1735,W,1,10,0.8,58.4,M,-33.8,M,,0000*51\r\n'"
1711574254.2449763,1015,1711574254,0,GPS1_Frame,42.32906666666666,-71.10293666666666,58.6,326736.270589875,4688454.824379183,19,T,0.8,"b'$GPGGA,211734.000,4219.7440,N,07106.1762,W,1,10,0.8,58.6,M,-33.8,M,,0000*50\r\n'"
1711574255.2428818,1016,1711574255,0,GPS1_Frame,42.32908166666666,-71.10298333333334,58.8,326732.46668447414,4688456.5850914465,19,T,0.8,"b'$GPGGA,211735.000,4219.7449,N,07106.1790,W,1,10,0.8,58.8,M,-33.8,M,,0000*5B\r\n'"
1711574256.2427003,1017,1711574256,0,GPS1_Frame,42.329098333333334,-71.10304,59.0,326727.8434094404,4688458.551250821,19,T,0.8,"b'$GPGGA,211736.000,4219.7459,N,07106.1824,W,1,10,0.8,59.0,M,-33.8,M,,0000*50\r\n'"
1711574257.2453308,1018,1711574257,0,GPS1_Frame,42.32911833333333,-71.103105,59.3,326722.54266692663,4688460.904533666,19,T,0.8,"b'$GPGGA,211737.000,4219.7471,N,07106.1863,W,1,11,0.8,59.3,M,-33.8,M,,0000*5A\r\n'"
1711574258.2432766,1019,1711574258,0,GPS1_Frame,42.329141666666665,-71.10318166666666,59.6,326716.28980935266,4688463.651733513,19,T,0.8,"b'$GPGGA,211738.000,4219.7485,N,07106.1909,W,1,10,0.8,59.6,M,-33.8,M,,0000*57\r\n'"
1711574259.2434623,1020,1711574259,0,GPS1_Frame,42.329164999999996,-71.10326833333333,59.9,326709.21300946444,4688466.419315736,19,T,0.8,"b'$GPGGA,211739.000,4219.7499,N,07106.1961,W,1,10,0.8,59.9,M,-33.8,M,,0000*5A\r\n'"
1711574260.2459028,1021,1711574260,0,GPS1_Frame,42.329190000000004,-71.10336333333333,60.3,326701.454169729,4688469.388957157,19,T,0.8,"b'$GPGGA,211740.000,4219.7514,N,07106.2018,W,1,11,0.8,60.3,M,-33.8,M,,0000*55\r\n'"
1711574261.2462018,1022,1711574261,0,GPS1_Frame,42.32921833333333,-71.10346833333332,60.6,326692.88054453384,4688472.749127092,19,T,0.8,"b'$GPGGA,211741.000,4219.7531,N,07106.2081,W,1,11,0.8,60.6,M,-33.8,M,,0000*56\r\n'"
1711574262.2463293,1023,1711574262,0,GPS1_Frame,42.32925,-71.10358166666667,61.0,326683.6294606739,4688476.496431992,19,T,0.8,"b'$GPGGA,211742.000,4219.7550,N,07106.2149,W,1,11,0.8,61.0,M,-33.8,M,,0000*50\r\n'"
1711574263.2472665,1024,1711574263,0,GPS1_Frame,42.329285,-71.10370166666667,61.5,326673.8382449089,4688480.627477806,19,T,0.8,"b'$GPGGA,211743.000,4219.7571,N,07106.2221,W,1,11,0.8,61.5,M,-33.8,M,,0000*5A\r\n'"
1711574264.2465284,1025,1711574264,0,GPS1_Frame,42.32931833333334,-71.10383,62.3,326663.3558411542,4688484.590452176,19,T,0.8,"b'$GPGGA,211744.000,4219.7591,N,07106.2298,W,1,11,0.8,62.3,M,-33.8,M,,0000*54\r\n'"
1711574265.2658112,1026,1711574265,0,GPS1_Frame,42.329358333333325,-71.10396166666666,62.8,326652.61711408163,4688489.300519375,19,T,0.8,"b'$GPGGA,211745.000,4219.7615,N,07106.2377,W,1,11,0.8,62.8,M,-33.8,M,,0000*51\r\n'"
1711574266.2487438,1027,1711574266,0,GPS1_Frame,42.32939833333333,-71.104095,63.3,326641.74107678107,4688494.014000938,19,T,0.8,"b'$GPGGA,211746.000,4219.7639,N,07106.2457,W,1,11,0.8,63.3,M,-33.8,M,,0000*53\r\n'"
1711574267.2417097,1028,1711574267,0,GPS1_Frame,42.329438333333336,-71.104225,63.8,326631.1397012373,4688498.720704508,19,T,1.0,"b'$GPGGA,211747.000,4219.7663,N,07106.2535,W,1,09,1.0,63.8,M,-33.8,M,,0000*53\r\n'"
1711574268.2404284,1029,1711574268,0,GPS1_Frame,42.32947833333333,-71.10435166666666,64.4,326620.81298693805,4688503.420628818,19,T,1.0,"b'$GPGGA,211748.000,4219.7687,N,07106.2611,W,1,09,1.0,64.4,M,-33.8,M,,0000*58\r\n'"
1711574269.2406504,1030,1711574269,0,GPS1_Frame,42.32951666666666,-71.10447500000001,64.9,326610.756353796,4688507.928702054,19,T,1.0,"b'$GPGGA,211749.000,4219.7710,N,07106.2685,W,1,09,1.0,64.9,M,-33.8,M,,0000*56\r\n'"
1711574270.248148,1031,1711574270,0,GPS1_Frame,42.32955333333333,-71.10459999999999,65.3,326600.55782952433,4688512.255117808,19,T,1.0,"b'$GPGGA,211750.000,4219.7732,N,07106.2760,W,1,09,1.0,65.3,M,-33.8,M,,0000*5F\r\n'"
1711574271.2435694,1032,1711574271,0,GPS1_Frame,42.32958833333334,-71.10472333333334,65.8,326590.4920606964,4688516.3930797335,19,T,0.9,"b'$GPGGA,211751.000,4219.7753,N,07106.2834,W,1,10,0.9,65.8,M,-33.8,M,,0000*5C\r\n'"
1711574272.2437181,1033,1711574272,0,GPS1_Frame,42.329625,-71.104845,66.3,326580.5682070331,4688520.712728416,19,T,0.9,"b'$GPGGA,211752.000,4219.7775,N,07106.2907,W,1,10,0.9,66.3,M,-33.8,M,,0000*52\r\n'"
1711574273.2443545,1034,1711574273,0,GPS1_Frame,42.32966166666667,-71.10497000000001,66.5,326570.3697181683,4688525.039189272,19,T,0.9,"b'$GPGGA,211753.000,4219.7797,N,07106.2982,W,1,10,0.9,66.5,M,-33.8,M,,0000*54\r\n'"
1711574274.2438571,1035,1711574274,0,GPS1_Frame,42.3297,-71.10509666666667,66.9,326560.03849886236,4688529.554135043,19,T,0.9,"b'$GPGGA,211754.000,4219.7820,N,07106.3058,W,1,10,0.9,66.9,M,-33.8,M,,0000*53\r\n'"
1711574275.2430716,1036,1711574275,0,GPS1_Frame,42.32973666666667,-71.105225,67.2,326549.56538776483,4688533.887425142,19,T,0.9,"b'$GPGGA,211755.000,4219.7842,N,07106.3135,W,1,10,0.9,67.2,M,-33.8,M,,0000*56\r\n'"
1711574276.243109,1037,1711574276,0,GPS1_Frame,42.329773333333335,-71.10535,67.4,326539.36693533533,4688538.213932322,19,T,0.9,"b'$GPGGA,211756.000,4219.7864,N,07106.3210,W,1,10,0.9,67.4,M,-33.8,M,,0000*53\r\n'"
1711574277.251917,1038,1711574277,0,GPS1_Frame,42.329808333333325,-71.10547,67.5,326529.5758824593,4688542.345185075,19,T,0.8,"b'$GPGGA,211757.000,4219.7885,N,07106.3282,W,1,11,0.8,67.5,M,-33.8,M,,0000*57\r\n'"
1711574278.2443511,1039,1711574278,0,GPS1_Frame,42.329843333333336,-71.10558666666667,67.5,326520.0594866328,4688546.469652129,19,T,0.9,"b'$GPGGA,211758.000,4219.7906,N,07106.3352,W,1,10,0.9,67.5,M,-33.8,M,,0000*5E\r\n'"
1711574279.2464223,1040,1711574279,0,GPS1_Frame,42.329876666666664,-71.10570166666666,67.5,326510.6758421762,4688550.405661788,19,T,0.8,"b'$GPGGA,211759.000,4219.7926,N,07106.3421,W,1,11,0.8,67.5,M,-33.8,M,,0000*5E\r\n'"
1711574280.2475243,1041,1711574280,0,GPS1_Frame,42.329908333333336,-71.10581666666667,67.5,326501.2876252134,4688554.156613728,19,T,0.8,"b'$GPGGA,211800.000,4219.7945,N,07106.3490,W,1,11,0.8,67.5,M,-33.8,M,,0000*52\r\n'"
1711574281.2480264,1042,1711574281,0,GPS1_Frame,42.32994166666667,-71.10593333333333,67.5,326491.76667770324,4688558.096049607,19,T,0.8,"b'$GPGGA,211801.000,4219.7965,N,07106.3560,W,1,11,0.8,67.5,M,-33.8,M,,0000*5F\r\n'"
1711574282.24758,1043,1711574282,0,GPS1_Frame,42.32998166666666,-71.10605166666666,67.3,326482.12674974324,4688562.779181855,19,T,0.8,"b'$GPGGA,211802.000,4219.7989,N,07106.3631,W,1,11,0.8,67.3,M,-33.8,M,,0000*5F\r\n'"
1711574283.2451005,1044,1711574283,0,GPS1_Frame,42.33002333333334,-71.10617333333333,67.0,326472.2167721642,4688567.654200031,19,T,0.8,"b'$GPGGA,211803.000,4219.8014,N,07106.3704,W,1,11,0.8,67.0,M,-33.8,M,,0000*58\r\n'"
1711574284.2479775,1045,1711574284,0,GPS1_Frame,42.33006166666667,-71.10630333333333,66.7,326461.6110278599,4688572.17609653,19,T,0.8,"b'$GPGGA,211804.000,4219.8037,N,07106.3782,W,1,11,0.8,66.7,M,-33.8,M,,0000*56\r\n'"
1711574285.2463624,1046,1711574285,0,GPS1_Frame,42.33009666666667,-71.10643833333333,66.2,326450.5841613307,4688576.33807199,19,T,0.8,"b'$GPGGA,211805.000,4219.8058,N,07106.3863,W,1,11,0.8,66.2,M,-33.8,M,,0000*5B\r\n'"
1711574286.2470932,1047,1711574286,0,GPS1_Frame,42.33012833333334,-71.106575,65.6,326439.41081632377,4688580.133325421,19,T,0.8,"b'$GPGGA,211806.000,4219.8077,N,07106.3945,W,1,11,0.8,65.6,M,-33.8,M,,0000*57\r\n'"
1711574287.2475293,1048,1711574287,0,GPS1_Frame,42.33016333333333,-71.10671333333333,65.2,326428.10932922247,4688584.3021399975,19,T,0.8,"b'$GPGGA,211807.000,4219.8098,N,07106.4028,W,1,11,0.8,65.2,M,-33.8,M,,0000*56\r\n'"
1711574288.264778,1049,1711574288,0,GPS1_Frame,42.33019833333333,-71.10685,64.8,326416.9451770272,4688588.467571299,19,T,0.8,"b'$GPGGA,211808.000,4219.8119,N,07106.4110,W,1,11,0.8,64.8,M,-33.8,M,,0000*50\r\n'"
1711574289.244207,1050,1711574289,0,GPS1_Frame,42.33023333333334,-71.10698666666667,64.6,326405.7810373035,4688592.633020803,19,T,0.9,"b'$GPGGA,211809.000,4219.8140,N,07106.4192,W,1,10,0.9,64.6,M,-33.8,M,,0000*59\r\n'"
1711574290.2438793,1051,1711574290,0,GPS1_Frame,42.330270000000006,-71.10712333333332,64.1,326394.62149545574,4688596.983559145,19,T,0.9,"b'$GPGGA,211810.000,4219.8162,N,07106.4274,W,1,10,0.9,64.1,M,-33.8,M,,0000*5D\r\n'"
1711574291.2426236,1052,1711574291,0,GPS1_Frame,42.330306666666665,-71.10726,63.5,326383.46196668333,4688601.334115689,19,T,0.9,"b'$GPGGA,211811.000,4219.8184,N,07106.4356,W,1,10,0.9,63.5,M,-33.8,M,,0000*56\r\n'"
1711574292.2474563,1053,1711574292,0,GPS1_Frame,42.33034333333333,-71.10739333333332,63.2,326372.57709491963,4688605.677884842,19,T,0.8,"b'$GPGGA,211812.000,4219.8206,N,07106.4436,W,1,11,0.8,63.2,M,-33.8,M,,0000*5A\r\n'"
1711574293.248493,1054,1711574293,0,GPS1_Frame,42.33037833333333,-71.10752333333333,62.7,326361.9622934127,4688609.82979466,19,T,0.8,"b'$GPGGA,211813.000,4219.8227,N,07106.4514,W,1,11,0.8,62.7,M,-33.8,M,,0000*5D\r\n'"
1711574294.2458339,1055,1711574294,0,GPS1_Frame,42.33041166666667,-71.10764999999999,62.0,326351.6175608549,4688613.789843874,19,T,0.8,"b'$GPGGA,211814.000,4219.8247,N,07106.4590,W,1,11,0.8,62.0,M,-33.8,M,,0000*57\r\n'"
1711574295.2626495,1056,1711574295,0,GPS1_Frame,42.33044333333334,-71.10777666666667,61.4,326341.2682524723,4688617.564838072,19,T,0.8,"b'$GPGGA,211815.000,4219.8266,N,07106.4666,W,1,11,0.8,61.4,M,-33.8,M,,0000*58\r\n'"
1711574296.2461607,1057,1711574296,0,GPS1_Frame,42.33047166666667,-71.10789833333334,60.7,326331.3217453911,4688620.95949574,19,T,0.8,"b'$GPGGA,211816.000,4219.8283,N,07106.4739,W,1,11,0.8,60.7,M,-33.8,M,,0000*59\r\n'"
1711574297.2464135,1058,1711574297,0,GPS1_Frame,42.33050333333334,-71.10801333333333,60.1,326321.9337085183,4688624.710693918,19,T,0.8,"b'$GPGGA,211817.000,4219.8302,N,07106.4808,W,1,11,0.8,60.1,M,-33.8,M,,0000*5B\r\n'"
1711574298.2473514,1059,1711574298,0,GPS1_Frame,42.330531666666666,-71.108115,59.6,326313.6350784232,4688628.064531871,19,T,0.8,"b'$GPGGA,211818.000,4219.8319,N,07106.4869,W,1,11,0.8,59.6,M,-33.8,M,,0000*54\r\n'"
1711574299.2476046,1060,1711574299,0,GPS1_Frame,42.330555000000004,-71.1082,59.2,326306.69590754074,4688630.829126772,19,T,0.8,"b'$GPGGA,211819.000,4219.8333,N,07106.4920,W,1,11,0.8,59.2,M,-33.8,M,,0000*55\r\n'"
1711574300.2464793,1061,1711574300,0,GPS1_Frame,42.330576666666666,-71.10826999999999,58.9,326300.9880470596,4688633.378020007,19,T,0.8,"b'$GPGGA,211820.000,4219.8346,N,07106.4962,W,1,11,0.8,58.9,M,-33.8,M,,0000*51\r\n'"
1711574301.247285,1062,1711574301,0,GPS1_Frame,42.33059166666667,-71.108325,58.7,326296.49773112446,4688635.155996529,19,T,0.8,"b'$GPGGA,211821.000,4219.8355,N,07106.4995,W,1,11,0.8,58.7,M,-33.8,M,,0000*54\r\n'"
1711574302.2471838,1063,1711574302,0,GPS1_Frame,42.33060833333334,-71.108365,58.4,326293.24789807235,4688637.0884072315,19,T,0.8,"b'$GPGGA,211822.000,4219.8365,N,07106.5019,W,1,11,0.8,58.4,M,-33.8,M,,0000*5B\r\n'"
1711574303.2457633,1064,1711574303,0,GPS1_Frame,42.330631666666676,-71.10839166666666,58.2,326291.11499042105,4688639.733866774,19,T,0.8,"b'$GPGGA,211823.000,4219.8379,N,07106.5035,W,1,11,0.8,58.2,M,-33.8,M,,0000*5F\r\n'"
1711574304.2642891,1065,1711574304,0,GPS1_Frame,42.330666666666666,-71.10840333333334,57.9,326290.25009362365,4688643.644181682,19,T,0.8,"b'$GPGGA,211824.000,4219.8400,N,07106.5042,W,1,11,0.8,57.9,M,-33.8,M,,0000*55\r\n'"
1711574305.2470446,1066,1711574305,0,GPS1_Frame,42.330711666666666,-71.10839666666668,57.5,326290.92326034536,4688648.627471949,19,T,0.8,"b'$GPGGA,211825.000,4219.8427,N,07106.5038,W,1,11,0.8,57.5,M,-33.8,M,,0000*50\r\n'"
1711574306.2485635,1067,1711574306,0,GPS1_Frame,42.33076166666667,-71.10837333333333,57.1,326292.9834016167,4688654.131930317,19,T,0.8,"b'$GPGGA,211826.000,4219.8457,N,07106.5024,W,1,11,0.8,57.1,M,-33.8,M,,0000*5D\r\n'"
1711574307.246784,1068,1711574307,0,GPS1_Frame,42.33081000000001,-71.10833333333333,56.6,326296.4121614161,4688659.417275238,19,T,0.8,"b'$GPGGA,211827.000,4219.8486,N,07106.5000,W,1,11,0.8,56.6,M,-33.8,M,,0000*50\r\n'"
1711574308.2466967,1069,1711574308,0,GPS1_Frame,42.33084833333334,-71.108275,56.8,326301.32391788624,4688663.554751053,19,T,0.8,"b'$GPGGA,211828.000,4219.8509,N,07106.4965,W,1,11,0.8,56.8,M,-33.8,M,,0000*5C\r\n'"
1711574309.2466514,1070,1711574309,0,GPS1_Frame,42.33087333333333,-71.1082,56.8,326307.57217407366,4688666.177623625,19,T,0.8,"b'$GPGGA,211829.000,4219.8524,N,07106.4920,W,1,11,0.8,56.8,M,-33.8,M,,0000*53\r\n'"
1711574310.246451,1071,1711574310,0,GPS1_Frame,42.33088333333333,-71.10811,56.7,326315.0150238039,4688667.104229878,19,T,0.8,"b'$GPGGA,211830.000,4219.8530,N,07106.4866,W,1,11,0.8,56.7,M,-33.8,M,,0000*52\r\n'"
1711574311.243369,1072,1711574311,0,GPS1_Frame,42.330885,-71.10800833333333,56.7,326323.3961796486,4688667.081664003,19,T,0.9,"b'$GPGGA,211831.000,4219.8531,N,07106.4805,W,1,10,0.9,56.7,M,-33.8,M,,0000*57\r\n'"
1711574312.2448826,1073,1711574312,0,GPS1_Frame,42.33087999999999,-71.1079,56.5,326332.3082695638,4688666.305210984,19,T,0.8,"b'$GPGGA,211832.000,4219.8528,N,07106.4740,W,1,11,0.8,56.5,M,-33.8,M,,0000*50\r\n'"
1711574313.245984,1074,1711574313,0,GPS1_Frame,42.330875,-71.10778833333333,56.4,326341.4950024588,4688665.521962471,19,T,0.8,"b'$GPGGA,211833.000,4219.8525,N,07106.4673,W,1,11,0.8,56.4,M,-33.8,M,,0000*5C\r\n'"
1711574314.2463043,1075,1711574314,0,GPS1_Frame,42.330870000000004,-71.10767833333333,56.2,326350.5444159352,4688664.74212932,19,T,0.8,"b'$GPGGA,211834.000,4219.8522,N,07106.4607,W,1,11,0.8,56.2,M,-33.8,M,,0000*59\r\n'"
1711574315.2466042,1076,1711574315,0,GPS1_Frame,42.33086333333334,-71.10757333333332,56.0,326359.1772818642,4688663.787446515,19,T,0.8,"b'$GPGGA,211835.000,4219.8518,N,07106.4544,W,1,11,0.8,56.0,M,-33.8,M,,0000*57\r\n'"
1711574316.2642238,1077,1711574316,0,GPS1_Frame,42.33085833333333,-71.10748,55.9,326366.8534898654,4688663.041665595,19,T,0.8,"b'$GPGGA,211836.000,4219.8515,N,07106.4488,W,1,11,0.8,55.9,M,-33.8,M,,0000*52\r\n'"
1711574317.2477283,1078,1711574317,0,GPS1_Frame,42.33085333333334,-71.10738666666666,56.0,326374.52969904436,4688662.29589313,19,T,0.8,"b'$GPGGA,211837.000,4219.8512,N,07106.4432,W,1,11,0.8,56.0,M,-33.8,M,,0000*5F\r\n'"
1711574318.246925,1079,1711574318,0,GPS1_Frame,42.33085333333334,-71.10729166666667,55.7,326382.35698771337,4688662.101938455,19,T,0.8,"b'$GPGGA,211838.000,4219.8512,N,07106.4375,W,1,11,0.8,55.7,M,-33.8,M,,0000*50\r\n'"
1711574319.2464466,1080,1711574319,0,GPS1_Frame,42.33085166666667,-71.10719999999999,55.4,326389.9050490168,4688661.729726846,19,T,0.8,"b'$GPGGA,211839.000,4219.8511,N,07106.4320,W,1,11,0.8,55.4,M,-33.8,M,,0000*51\r\n'"
1711574320.247119,1081,1711574320,0,GPS1_Frame,42.33085500000001,-71.10710833333333,55.2,326397.466866927,4688661.91273536,19,T,0.8,"b'$GPGGA,211840.000,4219.8513,N,07106.4265,W,1,11,0.8,55.2,M,-33.8,M,,0000*5B\r\n'"
1711574321.2459323,1082,1711574321,0,GPS1_Frame,42.33086,-71.10701166666666,55.2,326405.44523172436,4688662.270616106,19,T,0.8,"b'$GPGGA,211841.000,4219.8516,N,07106.4207,W,1,11,0.8,55.2,M,-33.8,M,,0000*5B\r\n'"
1711574322.2473521,1083,1711574322,0,GPS1_Frame,42.330870000000004,-71.10690666666666,54.8,326414.12395427853,4688663.1667077625,19,T,0.8,"b'$GPGGA,211842.000,4219.8522,N,07106.4144,W,1,11,0.8,54.8,M,-33.8,M,,0000*50\r\n'"
1711574323.2459762,1084,1711574323,0,GPS1_Frame,42.33087999999999,-71.10679499999999,54.2,326423.35195719975,4688664.049202741,19,T,0.9,"b'$GPGGA,211843.000,4219.8528,N,07106.4077,W,1,10,0.9,54.2,M,-33.8,M,,0000*50\r\n'"
1711574324.2433138,1085,1711574324,0,GPS1_Frame,42.33089,-71.10668166666666,53.6,326432.71727791475,4688664.928308147,19,T,0.9,"b'$GPGGA,211844.000,4219.8534,N,07106.4009,W,1,10,0.9,53.6,M,-33.8,M,,0000*50\r\n'"
1711574325.2548673,1086,1711574325,0,GPS1_Frame,42.33090000000001,-71.10656166666666,53.1,326442.63187858794,4688665.7938201465,19,T,0.9,"b'$GPGGA,211845.000,4219.8540,N,07106.3937,W,1,10,0.9,53.1,M,-33.8,M,,0000*56\r\n'"
1711574326.2469845,1087,1711574326,0,GPS1_Frame,42.33090833333334,-71.10643833333333,52.7,326452.8165335455,4688666.467472923,19,T,0.8,"b'$GPGGA,211846.000,4219.8545,N,07106.3863,W,1,11,0.8,52.7,M,-33.8,M,,0000*57\r\n'"
1711574327.2463984,1088,1711574327,0,GPS1_Frame,42.33091833333333,-71.10631333333335,52.1,326463.1430901394,4688667.322810031,19,T,0.8,"b'$GPGGA,211847.000,4219.8551,N,07106.3788,W,1,11,0.8,52.1,M,-33.8,M,,0000*5F\r\n'"
1711574328.2477298,1089,1711574328,0,GPS1_Frame,42.33092833333333,-71.10618833333334,51.0,326473.46964339516,4688668.178162278,19,T,0.8,"b'$GPGGA,211848.000,4219.8557,N,07106.3713,W,1,11,0.8,51.0,M,-33.8,M,,0000*56\r\n'"
1711574329.2458127,1090,1711574329,0,GPS1_Frame,42.33093833333334,-71.106065,50.3,326483.65887265134,4688669.036930318,19,T,0.8,"b'$GPGGA,211849.000,4219.8563,N,07106.3639,W,1,11,0.8,50.3,M,-33.8,M,,0000*5B\r\n'"
1711574330.2442722,1091,1711574330,0,GPS1_Frame,42.33094666666666,-71.10594666666665,49.5,326493.4315538125,4688669.720843825,19,T,0.8,"b'$GPGGA,211850.000,4219.8568,N,07106.3568,W,1,11,0.8,49.5,M,-33.8,M,,0000*51\r\n'"
1711574331.2415264,1092,1711574331,0,GPS1_Frame,42.33095333333334,-71.10583833333334,48.7,326502.3757259521,4688670.240101944,19,T,0.9,"b'$GPGGA,211851.000,4219.8572,N,07106.3503,W,1,10,0.9,48.7,M,-33.8,M,,0000*55\r\n'"
1711574332.2437322,1093,1711574332,0,GPS1_Frame,42.330958333333335,-71.10574333333334,48.3,326510.21674882784,4688670.601501788,19,T,0.9,"b'$GPGGA,211852.000,4219.8575,N,07106.3446,W,1,10,0.9,48.3,M,-33.8,M,,0000*55\r\n'"
1711574333.2440546,1094,1711574333,0,GPS1_Frame,42.33096333333333,-71.10566,47.8,326517.09652621637,4688670.9867103165,19,T,0.9,"b'$GPGGA,211853.000,4219.8578,N,07106.3396,W,1,10,0.9,47.8,M,-33.8,M,,0000*57\r\n'"
1711574334.2484155,1095,1711574334,0,GPS1_Frame,42.33096833333334,-71.10558833333333,47.4,326523.0150583632,4688671.395724704,19,T,0.9,"b'$GPGGA,211854.000,4219.8581,N,07106.3353,W,1,10,0.9,47.4,M,-33.8,M,,0000*53\r\n'"
